= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","7.939e+05","3.761e+12","1.821e+06","0.3854","0.719","0.7433","0.041"
"par","Passive Aggressive Regressor","1.108e+06","4.066e+12","1.93e+06","0.3143","1.076","1.265","0.037"
"dummy","Dummy Regressor","1.433e+06","5.84e+12","2.334e+06","-0.0134","1.127","1.86","0.036"
"lar","Least Angle Regression","1.328e+56","3.568e+113","1.889e+56","-4.304e+100","13.9","1.334e+50","0.047"



= = = = = Default of Credit Card Clients Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","6.69e+04","8.641e+09","9.294e+04","0.4893","0.6602","0.749","0.223"
"gbr","Gradient Boosting Regressor","6.881e+04","8.919e+09","9.443e+04","0.473","0.6823","0.794","1.623"
"rf","Random Forest Regressor","6.882e+04","8.959e+09","9.464e+04","0.4706","0.6742","0.7903","4.788"
"et","Extra Trees Regressor","6.88e+04","8.998e+09","9.483e+04","0.4683","0.674","0.7887","1.787"
"xgboost","Extreme Gradient Boosting","6.881e+04","9.117e+09","9.547e+04","0.4613","0.7043","0.7579","0.185"
"lasso","Lasso Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.094"
"ridge","Ridge Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.022"
"llar","Lasso Least Angle Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8319","1.071","0.019"
"lr","Linear Regression","8.044e+04","1.096e+10","1.047e+05","0.3521","0.8318","1.071","2.406"
"en","Elastic Net","8.125e+04","1.116e+10","1.056e+05","0.3402","0.8293","1.105","0.094"
"lar","Least Angle Regression","8.134e+04","1.152e+10","1.071e+05","0.3187","0.8365","1.074","0.022"
"knn","K Neighbors Regressor","7.799e+04","1.199e+10","1.095e+05","0.2917","0.7655","0.8846","0.064"
"br","Bayesian Ridge","9.528e+04","1.43e+10","1.195e+05","0.1553","0.9348","1.4","0.022"
"omp","Orthogonal Matching Pursuit","1.007e+05","1.541e+10","1.241e+05","0.0902","0.9708","1.499","0.018"
"dummy","Dummy Regressor","1.054e+05","1.695e+10","1.302e+05","-0.0007","1.013","1.666","0.019"
"dt","Decision Tree Regressor","9.204e+04","1.81e+10","1.345e+05","-0.0687","0.8764","0.9332","0.111"
"ada","AdaBoost Regressor","1.216e+05","1.86e+10","1.363e+05","-0.0986","1.116","2.191","0.662"
"huber","Huber Regressor","9.45e+04","1.987e+10","1.404e+05","-0.1757","1.041","0.7666","0.157"
"par","Passive Aggressive Regressor","4.131e+05","7.503e+11","7.156e+05","-43.65","1.453","3.692","0.03"



= = = = = World University Rankings = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.0507","0.0185","0.1125","0.9993","0.0013","0.0007","0.036"
"en","Elastic Net","1.174","3.623","1.872","0.8618","0.0232","0.0157","0.027"
"lasso","Lasso Regression","1.336","3.983","1.967","0.8474","0.0247","0.018","0.025"
"llar","Lasso Least Angle Regression","1.336","3.983","1.967","0.8474","0.0247","0.018","0.022"
"huber","Huber Regressor","1.031","4.038","1.975","0.8463","0.0241","0.0134","0.028"
"omp","Orthogonal Matching Pursuit","1.37","4.077","1.993","0.8434","0.0251","0.0185","0.023"
"gbr","Gradient Boosting Regressor","2.11","9.788","3.078","0.6215","0.0394","0.0283","0.061"
"et","Extra Trees Regressor","2.338","10.29","3.188","0.6008","0.0412","0.0317","0.059"
"rf","Random Forest Regressor","2.288","10.78","3.262","0.5822","0.042","0.0309","0.1"
"ada","AdaBoost Regressor","2.45","11.7","3.371","0.5499","0.0441","0.0333","0.039"
"par","Passive Aggressive Regressor","2.858","12.38","3.419","0.5221","0.0473","0.0399","0.034"
"dt","Decision Tree Regressor","3.112","19.29","4.358","0.2487","0.0571","0.0422","0.027"
"lightgbm","Light Gradient Boosting Machine","3.381","19.44","4.395","0.2363","0.058","0.0462","0.12"
"xgboost","Extreme Gradient Boosting","3.387","20.47","4.502","0.1972","0.0593","0.0461","0.044"
"ridge","Ridge Regression","3.837","24.41","4.926","0.0443","0.0652","0.0524","0.022"
"lr","Linear Regression","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.028"
"lar","Least Angle Regression","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.024"
"br","Bayesian Ridge","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.025"
"dummy","Dummy Regressor","3.945","25.63","5.048","-0.0035","0.0669","0.0539","0.024"



= = = = = Air Quality Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","8.262","959.1","30.75","0.8411","0.8509","5.529","0.501"
"rf","Random Forest Regressor","8.38","1024","31.85","0.8303","0.8662","5.669","1.087"
"xgboost","Extreme Gradient Boosting","9.115","1047","32.23","0.8265","0.9126","6.172","0.111"
"gbr","Gradient Boosting Regressor","10.64","1067","32.58","0.8234","1","7.119","0.338"
"lr","Linear Regression","20.42","1385","37.17","0.7708","1.415","11.56","0.027"
"ridge","Ridge Regression","20.42","1385","37.17","0.7708","1.415","11.56","0.025"
"br","Bayesian Ridge","20.44","1386","37.19","0.7706","1.418","11.57","0.031"
"lasso","Lasso Regression","20.82","1459","38.16","0.7585","1.443","11.83","0.056"
"llar","Lasso Least Angle Regression","20.82","1459","38.16","0.7585","1.443","11.83","0.028"
"dt","Decision Tree Regressor","7.62","1479","38.33","0.7543","0.889","5.773","0.045"
"ada","AdaBoost Regressor","18.68","1615","40.03","0.733","1.327","11.88","0.069"
"en","Elastic Net","21.86","1645","40.49","0.7277","1.524","12.37","0.049"
"huber","Huber Regressor","20.28","1841","42.82","0.6955","1.343","8.519","0.106"
"knn","K Neighbors Regressor","17.93","2087","45.6","0.6544","1.326","11.46","0.028"
"par","Passive Aggressive Regressor","40.76","3189","55.12","0.4699","2.135","22.25","0.029"
"lar","Least Angle Regression","40.64","3578","57.66","0.3985","2.14","24.41","0.028"
"omp","Orthogonal Matching Pursuit","49.06","4027","63.44","0.3332","2.256","23.07","0.025"
"dummy","Dummy Regressor","59.96","6063","77.83","-0.0017","2.426","23.52","0.027"



= = = = = Credit Card Approval Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","7197","8.988e+08","2.989e+04","0.9149","0.15","0.0481","2.172"
"rf","Random Forest Regressor","1.265e+04","1.023e+09","3.192e+04","0.9033","0.1696","0.0841","2.735"
"dt","Decision Tree Regressor","1.002e+04","1.787e+09","4.218e+04","0.8307","0.2056","0.0645","0.156"
"xgboost","Extreme Gradient Boosting","3.771e+04","2.952e+09","5.431e+04","0.7204","0.2981","0.2454","0.29"
"knn","K Neighbors Regressor","3.678e+04","4.771e+09","6.902e+04","0.5486","0.335","0.236","0.203"
"lightgbm","Light Gradient Boosting Machine","5.148e+04","4.994e+09","7.065e+04","0.5267","0.3677","0.3304","0.275"
"gbr","Gradient Boosting Regressor","6.075e+04","7.452e+09","8.63e+04","0.2944","0.417","0.3823","0.941"
"lr","Linear Regression","6.386e+04","8.377e+09","9.148e+04","0.2074","0.4357","0.3998","0.745"
"llar","Lasso Least Angle Regression","6.385e+04","8.377e+09","9.148e+04","0.2074","0.4357","0.3998","0.123"
"ridge","Ridge Regression","6.386e+04","8.377e+09","9.148e+04","0.2073","0.4358","0.3999","0.122"
"lasso","Lasso Regression","6.387e+04","8.379e+09","9.149e+04","0.2072","0.4359","0.3999","0.474"
"en","Elastic Net","6.711e+04","9.231e+09","9.602e+04","0.1271","0.4599","0.4326","0.135"
"omp","Orthogonal Matching Pursuit","6.759e+04","9.357e+09","9.667e+04","0.1152","0.4641","0.433","0.121"
"br","Bayesian Ridge","7.12e+04","1.023e+10","1.011e+05","0.0324","0.4853","0.4616","0.185"
"dummy","Dummy Regressor","7.275e+04","1.058e+10","1.028e+05","-0.0004","0.4968","0.477","0.12"
"huber","Huber Regressor","6.972e+04","1.093e+10","1.045e+05","-0.0332","0.4785","0.3999","0.332"
"par","Passive Aggressive Regressor","9.673e+04","1.596e+10","1.247e+05","-0.4966","0.62","0.6525","0.154"
"ada","AdaBoost Regressor","1.278e+05","2.128e+10","1.456e+05","-1.027","0.715","0.9719","1.061"
"lar","Least Angle Regression","4.642e+09","4.225e+20","6.59e+09","-4.397e+10","3.608","3.036e+04","0.123"



= = = = = FIFA 22 Players Data = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","1.348e+06","9.526e+12","2.989e+06","0.9517","0.3623","0.3017","0.186"
"par","Passive Aggressive Regressor","4.249e+06","6.628e+13","7.973e+06","0.6597","0.8435","1.282","0.196"
"et","Extra Trees Regressor","7.613e+06","1.68e+14","1.288e+07","0.1298","1.238","2.528","0.566"
"lightgbm","Light Gradient Boosting Machine","7.873e+06","1.846e+14","1.351e+07","0.043","1.272","2.587","0.524"
"huber","Huber Regressor","8.006e+06","1.901e+14","1.37e+07","0.0154","1.286","2.61","0.309"
"gbr","Gradient Boosting Regressor","7.944e+06","1.925e+14","1.379e+07","0.0019","1.28","2.593","0.857"
"xgboost","Extreme Gradient Boosting","7.946e+06","1.926e+14","1.38e+07","0.0013","1.28","2.594","0.402"
"omp","Orthogonal Matching Pursuit","8.015e+06","1.929e+14","1.381e+07","-0.001","1.289","2.64","0.182"
"rf","Random Forest Regressor","7.953e+06","1.931e+14","1.382e+07","-0.0016","1.281","2.595","1.336"
"dt","Decision Tree Regressor","7.954e+06","1.931e+14","1.382e+07","-0.0017","1.282","2.596","0.211"
"lr","Linear Regression","8.019e+06","1.932e+14","1.382e+07","-0.0021","1.289","2.642","0.192"
"lasso","Lasso Regression","8.019e+06","1.932e+14","1.382e+07","-0.0021","1.289","2.642","0.258"
"ridge","Ridge Regression","8.019e+06","1.932e+14","1.382e+07","-0.0021","1.289","2.642","0.189"
"en","Elastic Net","8.019e+06","1.932e+14","1.382e+07","-0.0021","1.289","2.642","0.26"
"dummy","Dummy Regressor","8.019e+06","1.932e+14","1.382e+07","-0.0021","1.289","2.642","0.227"
"ada","AdaBoost Regressor","6.903e+06","2.002e+14","1.407e+07","-0.038","1.142","1.707","0.417"
"llar","Lasso Least Angle Regression","3.977e+16","5.505e+36","7.419e+17","-3.34e+22","0.9918","4.972e+09","0.188"
"br","Bayesian Ridge","1.484e+18","5.521e+39","2.769e+19","-3.373e+25","2.814","2.348e+11","0.222"



= = = = = Goodreads Books = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","0.2164","0.1125","0.3332","0.0815","0.0933","0.0544","0.077"
"et","Extra Trees Regressor","0.2291","0.1187","0.3427","0.0268","0.0946","0.0576","0.223"
"en","Elastic Net","0.2279","0.1192","0.3433","0.0239","0.095","0.0573","0.071"
"lasso","Lasso Regression","0.2279","0.1192","0.3433","0.0238","0.095","0.0573","0.081"
"llar","Lasso Least Angle Regression","0.2279","0.1192","0.3433","0.0238","0.095","0.0573","0.077"
"lr","Linear Regression","0.232","0.122","0.3472","0.0015","0.0957","0.0583","0.074"
"omp","Orthogonal Matching Pursuit","0.2317","0.1219","0.3472","0.0014","0.0957","0.0582","0.067"
"rf","Random Forest Regressor","0.2316","0.1221","0.3474","0.0001","0.0958","0.0583","0.492"
"gbr","Gradient Boosting Regressor","0.2319","0.1221","0.3475","-0.0006","0.0958","0.0583","0.394"
"dt","Decision Tree Regressor","0.2318","0.1221","0.3475","-0.0006","0.0958","0.0583","0.075"
"lar","Least Angle Regression","0.2321","0.1222","0.3476","-0.0011","0.0958","0.0584","0.065"
"dummy","Dummy Regressor","0.2321","0.1222","0.3476","-0.0011","0.0958","0.0584","0.074"
"xgboost","Extreme Gradient Boosting","0.2327","0.1222","0.3477","-0.0014","0.0957","0.0584","0.115"
"ada","AdaBoost Regressor","0.2315","0.1234","0.3493","-0.0105","0.0962","0.0586","0.232"
"lightgbm","Light Gradient Boosting Machine","0.2321","0.1236","0.3495","-0.0112","0.0963","0.0584","0.208"
"knn","K Neighbors Regressor","0.2505","0.1427","0.3763","-0.1782","0.101","0.0632","0.072"
"huber","Huber Regressor","0.2396","0.1539","0.3905","-0.2875","0.1183","0.0604","0.085"
"par","Passive Aggressive Regressor","0.2969","0.2008","0.4429","-0.6733","0.1261","0.0761","0.075"
"br","Bayesian Ridge","0.3411","35.32","3.274","-341.4","0.1201","0.0834","0.069"



= = = = = Medical Appointment No Shows = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ada","AdaBoost Regressor","17.19","427","20.66","0.1962","1.065","1.787","0.797"
"et","Extra Trees Regressor","18.52","491.7","22.17","0.0745","1.099","1.903","1.826"
"xgboost","Extreme Gradient Boosting","19.04","516.4","22.72","0.0281","1.114","1.967","0.321"
"gbr","Gradient Boosting Regressor","19.12","519.6","22.79","0.022","1.124","2.027","1.142"
"dummy","Dummy Regressor","19.56","531.6","23.05","-0.0004","1.124","2.056","0.176"
"ridge","Ridge Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.171"
"lar","Least Angle Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.174"
"lr","Linear Regression","19.39","533.2","23.09","-0.0034","1.126","2.03","0.184"
"rf","Random Forest Regressor","19.41","535.1","23.13","-0.0071","1.131","2.048","1.955"
"en","Elastic Net","19.45","535.7","23.14","-0.0081","1.124","2.036","0.181"
"dt","Decision Tree Regressor","19.49","539.9","23.23","-0.0161","1.132","2.048","0.203"
"lasso","Lasso Regression","19.52","540.1","23.24","-0.0165","1.129","2.042","0.226"
"llar","Lasso Least Angle Regression","19.52","540.1","23.24","-0.0165","1.129","2.042","0.175"
"omp","Orthogonal Matching Pursuit","19.52","540.6","23.25","-0.0175","1.13","2.042","0.177"
"knn","K Neighbors Regressor","18.56","552.6","23.51","-0.04","1.1","1.882","0.279"
"br","Bayesian Ridge","20.68","649.5","24.89","-0.2219","1.153","2.089","0.202"
"huber","Huber Regressor","32.68","1558","39.48","-1.933","2.563","1.179","0.237"
"par","Passive Aggressive Regressor","1.059e+04","2.111e+09","2.094e+04","-3.966e+06","2.681","744.5","0.198"



= = = = = New York City Airbnb Open Data = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"xgboost","Extreme Gradient Boosting","84.18","4.868e+04","212.6","0.0139","0.7155","0.8008","0.24"
"dt","Decision Tree Regressor","85.07","4.872e+04","212.7","0.0138","0.7225","0.8202","0.172"
"et","Extra Trees Regressor","84.79","4.87e+04","212.7","0.0133","0.7204","0.8156","0.878"
"gbr","Gradient Boosting Regressor","85.23","4.871e+04","212.7","0.0133","0.7239","0.8259","1.294"
"rf","Random Forest Regressor","84.94","4.872e+04","212.7","0.0133","0.7216","0.8184","2.694"
"lr","Linear Regression","84.96","4.873e+04","212.7","0.0127","0.7225","0.8179","0.138"
"ridge","Ridge Regression","84.96","4.873e+04","212.7","0.0127","0.7225","0.8179","0.139"
"br","Bayesian Ridge","84.96","4.873e+04","212.7","0.0127","0.7226","0.8179","0.14"
"en","Elastic Net","84.99","4.874e+04","212.8","0.0126","0.7227","0.8183","0.137"
"lar","Least Angle Regression","84.97","4.874e+04","212.8","0.0126","0.7227","0.818","0.133"
"lasso","Lasso Regression","85","4.875e+04","212.8","0.0124","0.7229","0.8185","0.137"
"llar","Lasso Least Angle Regression","85","4.875e+04","212.8","0.0124","0.7229","0.8185","0.134"
"ada","AdaBoost Regressor","82.72","4.891e+04","213.1","0.0092","0.703","0.7557","0.36"
"lightgbm","Light Gradient Boosting Machine","85.03","4.904e+04","213.7","0.0019","0.723","0.8173","0.318"
"omp","Orthogonal Matching Pursuit","85.54","4.918e+04","213.9","0.0005","0.7227","0.8221","0.138"
"dummy","Dummy Regressor","85.65","4.922e+04","214","-0.0005","0.7256","0.8279","0.141"
"huber","Huber Regressor","99.29","5.668e+04","231.5","-0.1914","1.446","0.6883","0.162"
"knn","K Neighbors Regressor","94.69","5.645e+04","231.3","-0.198","0.7658","0.8649","0.179"
"par","Passive Aggressive Regressor","466.8","1.269e+06","763.7","-47.65","1.525","5.082","0.156"



= = = = = US Accidents (2016-2021) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.7474","3.14","1.76","0.3647","0.2453","0.2244","0.199"
"en","Elastic Net","1.179","4.08","2.008","0.173","0.2847","0.3323","0.299"
"lasso","Lasso Regression","1.188","4.132","2.021","0.1628","0.2864","0.336","0.217"
"llar","Lasso Least Angle Regression","1.188","4.132","2.021","0.1628","0.2864","0.336","0.189"
"huber","Huber Regressor","0.9913","4.393","2.086","0.1065","0.3032","0.3527","0.715"
"et","Extra Trees Regressor","1.244","4.673","2.152","0.0484","0.3075","0.3783","0.623"
"ridge","Ridge Regression","1.247","4.842","2.191","0.0136","0.3116","0.3881","0.189"
"lr","Linear Regression","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.227"
"br","Bayesian Ridge","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.333"
"omp","Orthogonal Matching Pursuit","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.188"
"dummy","Dummy Regressor","1.258","4.912","2.207","-0.0007","0.3131","0.3917","0.192"
"lightgbm","Light Gradient Boosting Machine","1.451","4.921","2.209","-0.0031","0.3107","0.3999","0.383"
"rf","Random Forest Regressor","1.453","4.975","2.221","-0.0137","0.311","0.3999","0.774"
"dt","Decision Tree Regressor","1.453","5.003","2.228","-0.0197","0.3112","0.3999","0.19"
"gbr","Gradient Boosting Regressor","1.453","5.003","2.227","-0.0197","0.3112","0.3999","0.893"
"xgboost","Extreme Gradient Boosting","1.453","5.003","2.228","-0.0197","0.3112","0.3999","0.296"
"ada","AdaBoost Regressor","1.091","5.079","2.243","-0.0328","0.3182","0.385","0.692"
"par","Passive Aggressive Regressor","3.097","23.27","3.921","-3.078","0.5378","0.4984","0.198"
"lar","Least Angle Regression","3.161e+95","2.868e+192","5.355e+95","-4.051e+191","24.68","6.217e+94","0.192"



= = = = = Credit Card Approval Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","7197","8.988e+08","2.989e+04","0.9149","0.15","0.0481","2.172"
"rf","Random Forest Regressor","1.265e+04","1.023e+09","3.192e+04","0.9033","0.1696","0.0841","2.735"
"dt","Decision Tree Regressor","1.002e+04","1.787e+09","4.218e+04","0.8307","0.2056","0.0645","0.156"
"xgboost","Extreme Gradient Boosting","3.771e+04","2.952e+09","5.431e+04","0.7204","0.2981","0.2454","0.29"
"knn","K Neighbors Regressor","3.678e+04","4.771e+09","6.902e+04","0.5486","0.335","0.236","0.203"
"lightgbm","Light Gradient Boosting Machine","5.148e+04","4.994e+09","7.065e+04","0.5267","0.3677","0.3304","0.275"
"gbr","Gradient Boosting Regressor","6.075e+04","7.452e+09","8.63e+04","0.2944","0.417","0.3823","0.941"
"lr","Linear Regression","6.386e+04","8.377e+09","9.148e+04","0.2074","0.4357","0.3998","0.745"
"llar","Lasso Least Angle Regression","6.385e+04","8.377e+09","9.148e+04","0.2074","0.4357","0.3998","0.123"
"ridge","Ridge Regression","6.386e+04","8.377e+09","9.148e+04","0.2073","0.4358","0.3999","0.122"
"lasso","Lasso Regression","6.387e+04","8.379e+09","9.149e+04","0.2072","0.4359","0.3999","0.474"
"en","Elastic Net","6.711e+04","9.231e+09","9.602e+04","0.1271","0.4599","0.4326","0.135"
"omp","Orthogonal Matching Pursuit","6.759e+04","9.357e+09","9.667e+04","0.1152","0.4641","0.433","0.121"
"br","Bayesian Ridge","7.12e+04","1.023e+10","1.011e+05","0.0324","0.4853","0.4616","0.185"
"dummy","Dummy Regressor","7.275e+04","1.058e+10","1.028e+05","-0.0004","0.4968","0.477","0.12"
"huber","Huber Regressor","6.972e+04","1.093e+10","1.045e+05","-0.0332","0.4785","0.3999","0.332"
"par","Passive Aggressive Regressor","9.673e+04","1.596e+10","1.247e+05","-0.4966","0.62","0.6525","0.154"
